UML ID,years,Group Name,Parent Company,Mill Name,RSPO Status,RSPO Type,Date RSPO Certification Status,Latitude,Longitude,GPS coordinates,ISO,Country,Province,District,Confidence level,Alternative name,km_forest_area_00,ha_forest_area_00,km_area,km_0,ha_0,treeloss_km_2001,treeloss_ha_2001,treeloss_km_2002,treeloss_ha_2002,treeloss_km_2003,treeloss_ha_2003,treeloss_km_2004,treeloss_ha_2004,treeloss_km_2005,treeloss_ha_2005,treeloss_km_2006,treeloss_ha_2006,treeloss_km_2007,treeloss_ha_2007,treeloss_km_2008,treeloss_ha_2008,treeloss_km_2009,treeloss_ha_2009,treeloss_km_2010,treeloss_ha_2010,treeloss_km_2011,treeloss_ha_2011,treeloss_km_2012,treeloss_ha_2012,treeloss_km_2013,treeloss_ha_2013,treeloss_km_2014,treeloss_ha_2014,treeloss_km_2015,treeloss_ha_2015,treeloss_km_2016,treeloss_ha_2016,treeloss_km_2017,treeloss_ha_2017,treeloss_km_2018,treeloss_ha_2018,treeloss_km_2019,treeloss_ha_2019,treeloss_km_2020,treeloss_ha_2020,treeloss_km_2021,treeloss_ha_2021,treeloss_km_2022,treeloss_ha_2022,sum_of_treeloss_km,treeloss_sum_proportion_of_forest,remaining_forest_km,remaining_proportion_of_forest,Current Deforestation Score,Past Deforestation Score,Future Risk Score
PO1000000094,"2020,2021",IOI CORPORATION,IOI CORPORATION BHD,GOMALI,RSPO Certified,"RSPO Certified, IP",3/31/23,2.61,102.68,"2.611826, 102.678656",MYS,Malaysia,Johor,Segamat,1-Fully Verified,,151.74,15173.91,203.67,307.7,30769.74,19.05,1904.85,9.88,988.02,0.86,86.22,3.41,341.1,7.93,792.63,5.19,518.94,9.4,939.51,1.43,143.19,5.01,501.21,0.03,2.79,13.62,1361.7,8.68,867.51,4.87,486.81,7.61,760.77,2.74,274.32,10.65,1064.61,6.37,637.29,6.53,652.59,5.45,544.95,3.34,334.08,3.04,304.47,3.75,374.76,138.82,0.91,12.92,0.09,3,5,2
PO1000000095,"2018,2021,2017,2020",SIPEF,EASTERN SUMATERA INDONESIA,BUKIT MARADJA,RSPO Certified,"RSPO Certified, IP",3/31/23,3.01,99.24,"3.012294, 99.235572",IDN,Indonesia,Sumatera Utara,Simalungun,1-Fully Verified,,35.87,3586.59,46.09,74.9,7490.34,5.85,584.73,0.86,86.13,0.76,76.05,3.01,300.6,0.79,78.84,0.86,86.31,1.18,117.54,1.4,140.49,3.58,358.02,0.47,47.07,1,99.99,0.57,57.33,1.37,136.71,0.46,45.63,1.8,179.73,1.43,143.19,0.09,9.45,0.7,70.47,1.5,150.21,0.2,20.07,0.77,76.95,0.99,98.55,29.64,0.83,6.23,0.17,4,5,3
PO1000000097,"2020,2021,2019",SIME DARBY,SIME DARBY PLANTATION BHD,EAST (SOU 8),RSPO Certified,"RSPO Certified, IP",3/31/23,2.88,101.44,"2.883333, 101.436136",MYS,Malaysia,Selangor,Kuala Langat,1-Fully Verified,,74.48,7447.59,111.04,312.31,31231.17,1.49,148.68,0.92,92.07,0.35,34.65,0.5,50.4,3.19,319.32,0.71,71.37,1.37,137.16,3,299.88,4.41,440.73,2.14,214.11,0.46,45.63,1.11,111.33,0.24,23.85,2.42,241.56,2.78,278.19,2.89,289.26,1.77,177.03,2.19,218.97,2.08,207.63,1.68,167.94,2.32,232.29,1.11,111.24,39.13,0.53,35.34,0.47,3,3,3
PO1000000098,"2019,2018,2021,2020,2017",SIME DARBY,SIME DARBY PLANTATION BHD,TANAH MERAH (SOU 14),RSPO Certified,"RSPO Certified, IP",3/31/23,2.66,101.79,"2.655278, 101.792778",MYS,Malaysia,Negeri Sembilan,Port Dickson,1-Fully Verified,,107.81,10780.92,168.59,320.54,32053.86,10.15,1014.93,8.14,813.78,0.72,72.27,3.78,378.45,4.23,422.64,2.51,251.01,3.54,353.97,1.16,116.28,4.65,465.21,3.07,307.26,4.95,495.36,4.44,444.15,3.68,367.92,5.85,585.18,4.17,417.33,5.12,512.01,5.58,557.55,2.54,253.62,7.38,738.27,2.78,277.74,2.93,293.13,3.12,312.48,94.51,0.88,13.3,0.12,4,5,3
PO1000000099,"2021,2020",SIPEF,TOLAN TIGA INDONESIA,PERLABIAN,RSPO Certified,"RSPO Certified, IP",3/31/23,2.06,100.08,"2.061383, 100.081222",IDN,Indonesia,Sumatera Utara,Labuhanbatu Selatan,1-Fully Verified,,111.55,11154.69,117.42,201.64,20164.32,2.91,291.15,6.7,670.23,3.16,316.08,9.19,919.17,5.7,569.61,3.48,348.39,0.73,73.17,0.47,46.8,1.94,194.04,3.05,304.92,5.59,558.99,5.72,572.49,0.26,26.1,3.87,387.09,6.3,630.45,1.73,173.16,2.18,217.53,2.63,263.16,2.51,251.28,0.74,73.62,1.03,103.5,3.04,303.75,72.95,0.65,38.6,0.35,3,4,3
PO1000000102,"2020,2017,2021",NBPOL,RAMU AGRI INDUSTRIES,GUSAP,RSPO Certified,"RSPO Certified, IP",3/31/23,-6.07,145.98,"-6.073194, 145.984583",PNG,Papua New Guinea,Morobe,Markham,1-Fully Verified,,4997.95,499795.29,6631.64,10255.96,1025595.54,4.91,491.4,5.44,543.69,1.7,170.1,23,2300.49,2.38,237.78,7.32,732.24,3.76,376.2,8.08,808.47,3.47,346.95,8.99,898.65,3.3,330.03,8.84,884.25,3.56,356.13,8.12,812.25,11.88,1188.45,10.76,1076.49,10.09,1009.17,6.17,616.86,9.59,958.59,5.5,549.9,6.06,606.33,9.67,966.78,162.61,0.03,4835.34,0.97,1,1,3
PO1000000103,"2019,2017,2020,2018,2021",SIME DARBY,SIME DARBY PLANTATION BHD,WEST (SOU 9),RSPO Certified,"RSPO Certified, IP",3/31/23,2.9,101.36,"2.905, 101.361306",MYS,Malaysia,Selangor,Kuala Langat,2-High Confidence,,196.51,19650.69,278.34,611.05,61104.69,6.61,660.87,5.08,508.05,0.25,24.75,1.8,180.36,7.39,738.9,0.41,41.49,9.4,939.87,2.19,219.33,7.62,761.94,4.64,464.49,0.96,96.48,2.53,253.08,1.22,122.13,3.85,384.93,6.1,610.02,2.53,253.08,3.76,376.11,8.34,834.3,6.28,628.2,3.68,368.1,3.53,352.98,3.05,304.74,91.24,0.46,105.26,0.54,3,3,3
PO1000000104,2020,SIME DARBY,SIME DARBY PLANTATION BHD,SUNGAI DINGIN (SOU 1),RSPO Certified,"RSPO Certified, MB",3/31/23,5.39,100.71,"5.39432, 100.71117",MYS,Malaysia,Kedah,Kulim,1-Fully Verified,,347.79,34778.61,357.86,579.25,57924.9,2.33,233.46,6.01,601.47,1,99.54,1.41,141.03,1.44,144.27,1.64,163.8,1.37,136.98,1.31,130.95,2.87,286.92,8.76,875.97,6.78,678.06,3.2,320.22,4.4,439.92,4.5,449.64,12.02,1202.49,5.54,553.5,13.9,1389.96,6.08,608.31,2.3,229.95,5.86,586.17,5.42,541.89,5.81,580.86,103.95,0.3,243.83,0.7,3,2,3
PO1000000105,"2020,2019,2018,2021",SIPEF,HARGY OIL PALM LTD,NAVO MILL,RSPO Certified,"RSPO Certified, IP",3/31/23,-5.09,151.22,"-5.094109, 151.224494",PNG,Papua New Guinea,West New Britain,Talasea,1-Fully Verified,,2673.53,267353.01,2452.61,3934.2,393419.7,4.86,486.09,9.52,952.38,6.7,669.69,13.5,1350,7.78,777.78,13.66,1366.2,12.15,1214.64,6.05,604.71,5.1,509.94,22.17,2217.06,20.44,2044.26,35.66,3566.43,34.53,3453.12,33.27,3327.48,48.79,4878.99,29.28,2928.06,23.17,2317.41,16.17,1617.39,11.81,1181.07,9.38,937.62,15.47,1546.65,32.65,3265.29,412.12,0.15,2261.41,0.85,3,1,3
PO1000000106,"2021,2020",MUSIM MAS,SUKAJADI SAWIT MEKAR,SUKAJADI SAWIT MEKAR 1,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.38,112.54,"-2.381111, 112.539722",IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,161.07,16106.67,249.19,283.78,28377.63,4.2,420.21,29.84,2983.77,4.64,463.68,18.26,1825.56,9.42,941.67,42.56,4256.1,8.78,878.04,6.83,683.28,1.93,192.96,1.51,151.29,5.81,581.22,4.33,433.17,1.48,148.14,3.09,308.61,3.98,397.8,4.09,409.05,2.04,203.76,0.9,90.09,2.51,250.65,0.96,95.58,1.72,171.81,1.83,182.61,160.69,1,0.38,0,3,5,1
PO1000000107,"2020,2021",SIME DARBY,SIME INDO AGRO,BUKIT AJONG,RSPO Certified,"RSPO Certified, MB",3/31/23,0.27,110.48,"0.268939, 110.482802",IDN,Indonesia,Kalimantan Barat,Sanggau,1-Fully Verified,,423.71,42371.28,580.75,936.54,93654.18,6.2,620.1,11.88,1188.45,4.78,478.35,11.58,1157.94,10.14,1014.48,5.78,577.53,15.73,1572.93,21.79,2179.35,13.6,1359.54,9.68,968.49,25.69,2568.69,10.67,1067.4,11.61,1160.91,13.71,1370.52,7.37,737.01,16.36,1636.38,28.5,2850.48,16.67,1666.98,14.01,1401.21,6.02,601.83,23.63,2362.68,9.24,923.85,294.65,0.7,129.06,0.3,5,4,3
PO1000000109,"2021,2020",IOI CORPORATION,IOI CORPORATION BHD,PAMOL KLUANG,RSPO Certified,"RSPO Certified, IP",3/31/23,2.11,103.39,"2.110445, 103.392307",MYS,Malaysia,Johor,Keluang,1-Fully Verified,,144.73,14472.81,172.74,319.41,31941.36,5.45,545.49,3.01,300.87,5.83,582.93,15.51,1550.7,3.41,341.01,2.84,284.04,1.39,139.05,0.76,75.87,7.4,740.16,2.39,238.59,9.02,901.8,10.85,1084.86,1.9,190.26,9.57,956.97,8.05,805.14,7.12,712.35,7.04,703.62,5.71,570.51,2.83,282.69,1.14,114.39,4.25,424.89,1.79,179.01,117.25,0.81,27.48,0.19,3,5,3
PO1000000110,"2020,2021",IOI CORPORATION,IOI CORPORATION BHD,SAKILAN,RSPO Certified,"RSPO Certified, IP",3/31/23,5.84,117.84,"5.839281, 117.8437",MYS,Malaysia,Sabah,Sandakan,1-Fully Verified,,87.36,8736.12,108.69,239.05,23904.63,1.78,177.93,2.27,226.53,0.82,82.44,1.06,106.38,1.03,102.51,1.28,127.8,1.02,102.42,1.93,192.96,1.9,189.72,2.62,262.26,1.31,130.68,1.51,150.75,2.06,205.56,1.54,153.9,5.45,545.22,4.57,456.66,3.16,315.63,4.05,404.91,2.95,295.29,1.91,190.89,1.82,181.89,2.13,213.48,48.16,0.55,39.2,0.45,3,3,3
