UML ID,years,Group Name,Parent Company,Mill Name,RSPO Status,RSPO Type,Date RSPO Certification Status,Latitude,Longitude,GPS coordinates,ISO,Country,Province,District,Confidence level,Alternative name,km_forest_area_00,ha_forest_area_00,km_area,km_0,ha_0,treeloss_km_2001,treeloss_ha_2001,treeloss_km_2002,treeloss_ha_2002,treeloss_km_2003,treeloss_ha_2003,treeloss_km_2004,treeloss_ha_2004,treeloss_km_2005,treeloss_ha_2005,treeloss_km_2006,treeloss_ha_2006,treeloss_km_2007,treeloss_ha_2007,treeloss_km_2008,treeloss_ha_2008,treeloss_km_2009,treeloss_ha_2009,treeloss_km_2010,treeloss_ha_2010,treeloss_km_2011,treeloss_ha_2011,treeloss_km_2012,treeloss_ha_2012,treeloss_km_2013,treeloss_ha_2013,treeloss_km_2014,treeloss_ha_2014,treeloss_km_2015,treeloss_ha_2015,treeloss_km_2016,treeloss_ha_2016,treeloss_km_2017,treeloss_ha_2017,treeloss_km_2018,treeloss_ha_2018,treeloss_km_2019,treeloss_ha_2019,treeloss_km_2020,treeloss_ha_2020,treeloss_km_2021,treeloss_ha_2021,treeloss_km_2022,treeloss_ha_2022,sum_of_treeloss_km,treeloss_sum_proportion_of_forest,remaining_forest_km,remaining_proportion_of_forest,Current Deforestation Score,Past Deforestation Score,Future Risk Score
PO1000001740,2020,WINGS AGRO,GAWI MAKMUR KALIMANTAN,JORONG,RSPO Certified,"RSPO Certified, MB",3/31/23,-3.82,114.96,"-3.822704, 114.963451",IDN,Indonesia,Kalimantan Selatan,Tanah Laut,1-Fully Verified,,30.41,3040.56,104.44,195.78,19578.15,6.6,660.06,1.6,159.84,1.51,151.38,5.34,533.97,0.24,24.39,1.54,153.99,0.5,50.4,0.07,7.47,0.23,23.22,1,99.9,1.28,127.71,0.86,86.4,0.67,66.6,1.62,162,1.62,162,0.78,77.76,0.69,68.67,0.63,63.45,0.72,72.45,0.56,56.16,0.49,48.78,0.46,45.72,29.02,0.95,1.38,0.05,3,5,2
PO1000001761,"2020,2021",SINAR MAS,BUMI PERMAI LESTARI,BUKIT PERAK,RSPO Certified,"RSPO Certified, MB",3/31/23,-1.82,105.55,"-1.820147, 105.5509042",IDN,Indonesia,Bangka Belitung,Bangka Barat,1-Fully Verified,,942.7,94269.78,1108.36,1958.59,195859.44,13.87,1386.99,13.79,1379.34,7.8,779.94,18.31,1831.23,13.92,1392.3,20.31,2031.12,13.49,1348.92,32.07,3207.15,62.15,6214.59,16.98,1697.85,18.38,1837.89,38.13,3813.12,16.48,1647.63,48.41,4840.83,40.92,4091.94,40.34,4033.53,25.1,2510.01,28.25,2824.56,50.79,5079.06,35.61,3560.85,33.75,3375.18,41.87,4186.53,630.71,0.67,311.99,0.33,5,4,3
PO1000001765,"2021,2020",SINAR MAS,KRESNA DUTA AGROINDO,MUARA WAHAU,RSPO Certified,"RSPO Certified, MB",3/31/23,1.11,117.02,"1.111161, 117.023161",IDN,Indonesia,Kalimantan Timur,Kutai Timur,1-Fully Verified,,49.04,4904.46,97.25,147.04,14704.38,0.58,57.78,1.03,103.14,0.2,19.62,0.99,99.27,0.93,93.42,1.67,166.59,7.78,777.78,1.54,153.81,2.82,281.7,2.34,234.09,1.64,164.16,0.28,28.08,1.11,110.7,4.28,427.68,1.32,131.85,6.36,635.58,3.15,314.55,1.5,149.67,2.26,226.35,1.29,129.15,0.35,34.83,0.54,53.55,43.93,0.9,5.11,0.1,3,5,2
PO1000001774,"2020,2021",SOCFIN,SOCFIN INDONESIA,SEUNAGAN,RSPO Certified,"RSPO Certified, IP",3/31/23,4.06,96.26,"4.06, 96.262222",IDN,Indonesia,Aceh,Nagan Raya,1-Fully Verified,,227.85,22785.12,298.78,1402.07,140206.86,5.82,582.3,1.8,179.64,2.97,297,6.28,628.38,14.01,1400.76,5.45,545.13,4.97,496.53,8.57,856.71,24.8,2479.95,17.65,1764.9,23.65,2364.57,8.23,822.96,7.22,721.8,8.35,834.93,3.33,332.64,4.66,465.93,8.65,864.63,3.9,390.24,3.05,304.83,2.3,230.22,3.11,311.4,3.06,306.09,171.82,0.75,56.04,0.25,3,4,3
PO1000001775,"2021,2019,2020",SOCFIN,SOCFIN INDONESIA,LAE BUTAR,RSPO Certified,"RSPO Certified, IP",3/31/23,2.39,97.96,"2.391111, 97.956667",IDN,Indonesia,Aceh,Aceh Singkil,1-Fully Verified,,396.39,39639.15,432.48,990.86,99085.68,8.26,825.93,2.88,287.55,14.25,1425.06,12.03,1203.21,14.38,1437.66,17.14,1714.5,9.27,926.73,17.17,1716.93,28.18,2818.17,5.77,576.81,3.3,329.94,4.18,417.78,2.73,273.15,2.11,210.78,1.32,131.76,1.4,140.22,3,300.15,4.9,489.69,2.51,250.56,3.09,308.97,2.91,291.24,3.96,395.73,164.73,0.42,231.67,0.58,3,3,3
PO1000001777,"2020,2021,2017,2019",SOCFIN,SOCFIN INDONESIA,SEUMANYAM,RSPO Certified,"RSPO Certified, IP",3/31/23,3.97,96.57,"3.965278, 96.565278",IDN,Indonesia,Aceh,Nagan Raya,1-Fully Verified,,380.5,38050.2,416,1598.68,159868.44,4.43,442.62,2.78,278.19,3.95,395.19,3.55,355.05,3.82,381.87,3.07,307.44,2.75,275.13,2.02,201.96,6.23,623.25,4.17,416.97,7.08,708.12,2.96,295.83,4.83,482.67,6.42,642.06,4.78,477.63,5.15,515.34,4.3,430.11,3.36,336.24,2.35,234.54,3.68,368.1,7.68,768.24,3.93,393.48,93.3,0.25,287.2,0.75,3,1,3
PO1000001784,"2021,2020",PTPN III,PERKEBUNAN NUSANTARA III,SEI BARUHUR,RSPO Certified,"RSPO Certified, MB",3/31/23,1.69,100.29,"1.688483, 100.285767",IDN,Indonesia,Sumatera Utara,Labuhanbatu Selatan,1-Fully Verified,,19.79,1978.74,21.63,38.91,3890.7,1.93,193.05,0.07,7.2,0.04,4.14,0.6,60.3,0.17,17.1,0.29,28.8,4.5,449.64,3.33,332.73,1.88,188.19,1.07,107.46,2.92,292.5,1.88,188.46,0.02,1.8,0,0.18,0,0.27,0.01,1.44,0.02,2.25,0.01,0.63,0,0.27,0.06,6.39,0.01,0.99,0.19,18.63,19.02,0.96,0.76,0.04,2,5,1
PO1000001867,2020,SIME DARBY,SANDIKA NATAPALMA,LEMBIRU,RSPO Certified,"RSPO Certified, MB",3/31/23,-2.17,110.67,"-2.17, 110.667778",IDN,Indonesia,Kalimantan Barat,Ketapang,2-High Confidence,,521.03,52102.62,638.96,1336.97,133697.25,6.67,666.54,7.75,774.81,0.6,60.21,8.5,849.51,3.17,317.16,10.34,1033.74,14.21,1421.46,12.53,1253.07,37.31,3730.86,30.99,3099.33,37.88,3788.1,27.63,2763.45,13.68,1368.18,36.99,3699.09,35.63,3562.65,17.28,1727.64,23.56,2356.38,15.83,1582.74,21.87,2187,17.26,1726.11,15.9,1590.39,14.44,1444.05,410.02,0.79,111,0.21,4,4,3
PO1000001890,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,SG TENGI,Not RSPO Certified,,3/31/23,3.59,101.42,"3.586092, 101.415603",MYS,Malaysia,Selangor,Hulu Selangor,1-Fully Verified,,282.58,28258.2,275.82,486.88,48688.02,9.42,941.58,1.59,158.85,1.3,129.96,2.13,213.3,1.14,114.3,0.98,98.01,8.12,811.89,4.29,429.48,1.67,167.04,1.97,196.83,3.14,314.28,2.58,257.67,0.83,82.71,2.75,275.04,0.99,98.82,9.48,947.79,3.66,365.58,16.31,1630.8,10.36,1036.17,0.73,73.08,2.37,236.88,0.29,29.25,86.09,0.3,196.49,0.7,2,2,3
PO1000001892,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,BESOUT,RSPO Certified,"RSPO Certified, MB",3/31/23,3.88,101.28,"3.881294, 101.277061",MYS,Malaysia,Perak,Batang Padang,1-Fully Verified,,212.58,21258.18,217.95,302.77,30276.63,7.28,728.46,17.13,1713.06,2.96,295.65,9.67,966.87,10.61,1061.37,2.2,219.78,10.66,1066.41,7.5,750.15,29.7,2969.91,11.17,1116.63,2.18,218.16,7.25,724.86,7.04,704.16,15.14,1513.98,7.44,744.39,14.33,1432.53,12,1200.15,9.32,932.31,4.82,482.13,1.7,170.37,3.99,399.24,2.45,244.62,196.55,0.92,16.03,0.08,3,5,2
PO1000001893,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,TROLAK,Not RSPO Certified,,3/31/23,3.94,101.35,"3.937983, 101.350228",MYS,Malaysia,Perak,Batang Padang,1-Fully Verified,,418.38,41838.39,445.33,897.87,89786.88,2.91,291.24,2.12,212.04,1.79,178.56,3.57,357.21,7.4,740.16,1.98,197.64,8.09,809.1,2.59,258.93,6.21,620.64,5.89,588.87,3.14,314.19,15.08,1507.77,4.33,432.54,7.57,756.81,4.25,424.8,10,999.54,12.1,1210.32,7.46,745.74,42.82,4282.11,4.21,420.57,6.53,653.13,12.61,1260.81,172.63,0.41,245.76,0.59,3,3,3
PO1000001897,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,KRAU,Not RSPO Certified,,3/31/23,3.65,101.98,"3.647222, 101.976389",MYS,Malaysia,Pahang,Raub,1-Fully Verified,,601.28,60128.46,589.89,853.51,85350.69,12.87,1287.18,4.25,424.71,0.73,73.26,2.66,265.5,11.42,1141.83,4.96,495.81,5.23,522.72,2.49,249.48,9.21,920.61,15.74,1573.92,1.13,112.59,21.75,2174.94,11.67,1166.58,26.62,2662.38,5.96,595.89,30.57,3057.39,9,900.18,15.28,1528.2,27.01,2701.17,7.88,788.22,8.86,886.05,13.06,1305.9,248.35,0.41,352.94,0.59,3,3,3
PO1000001898,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,MEMPAGA,Not RSPO Certified,,3/31/23,3.53,101.98,"3.527222, 101.980278",MYS,Malaysia,Pahang,Bentong,1-Fully Verified,,1642.76,164275.92,1648.62,2640.42,264042.27,16.6,1660.05,53.8,5379.75,14.6,1460.16,10.47,1046.7,13.47,1347.03,14.81,1481.4,15.58,1557.9,10.16,1016.28,28.76,2876.4,22.39,2239.02,4.06,406.26,35.27,3527.28,9.23,923.13,37.95,3795.3,18.04,1804.32,34.93,3492.9,26.52,2652.21,27.23,2722.68,33.94,3393.9,29.82,2982.42,21.76,2176.11,22.42,2242.26,501.83,0.31,1140.92,0.69,3,2,3
PO1000001899,2020,FGV HOLDINGS BERHAD,FGV PALM INDUSTRIES SDN BHD,SERTING,Not RSPO Certified,,3/31/23,2.9,102.45,"2.900353, 102.445975",MYS,Malaysia,Negeri Sembilan,Jempol,1-Fully Verified,,139.95,13994.91,164.62,262.1,26209.71,3.14,314.19,3.85,385.38,1.91,191.16,3.42,341.55,5.57,556.56,2.26,225.9,4.03,403.29,1.83,182.7,2.41,240.93,0.33,32.76,11.35,1134.54,21.17,2116.71,9.03,903.06,22.73,2272.68,4.39,439.29,9.09,908.64,4.94,494.19,3.05,304.74,1.59,158.85,2.22,221.85,1.5,150.39,2.72,271.89,122.51,0.88,17.44,0.12,3,5,2
PO1000001920,"2020,2021",SINAR MAS,TAPIAN NADENGGAN,JAK LUAY,RSPO Certified,"RSPO Certified, MB",3/31/23,0.95,116.92,"0.950833, 116.915",IDN,Indonesia,Kalimantan Timur,Kutai Timur,1-Fully Verified,,1009.46,100945.98,1147.06,2062.59,206259.48,8.23,822.69,8.18,818.01,2.18,217.8,6.75,674.91,7.05,704.52,32.09,3208.68,26.84,2683.71,25.17,2516.94,40.9,4090.32,30.26,3025.62,41.23,4123.08,17.12,1711.53,31.49,3149.01,55.3,5529.96,39.33,3933.45,93.91,9391.05,21.81,2181.42,21.45,2145.24,25.82,2582.19,18.08,1808.37,15.54,1554.48,14.2,1420.02,582.93,0.58,426.53,0.42,3,3,3
PO1000001960,"2021,2020",PASIFIK AGRO SENTOSA,RIMBA MUJUR MAHKOTA,SIKARAKARA,RSPO Certified,"RSPO Certified, MB",3/31/23,0.67,99.09,"0.6720556, 99.092",IDN,Indonesia,Sumatera Utara,Mandailing Natal,1-Fully Verified,,1264.28,126427.86,1245.59,1886.69,188669.43,16.11,1611.09,10.08,1007.64,21.98,2198.16,26.9,2690.19,20.7,2069.64,15.03,1502.91,9.94,993.87,32.23,3223.08,41.37,4136.58,27.87,2786.58,80.66,8065.89,73.14,7313.67,29.46,2945.97,38.44,3844.26,39.16,3916.26,14.57,1457.37,15.83,1583.1,15.68,1568.25,9.78,978.3,7.45,744.57,12.82,1281.69,13.44,1343.7,572.63,0.45,691.65,0.55,3,3,3
PO1000001968,2020,KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG BHD,KUALA PERTANG,RSPO Certified,"RSPO Certified, MB",3/31/23,5.62,102.24,"5.623056, 102.238056",MYS,Malaysia,Kelantan,Kuala Krai,1-Fully Verified,,1096.75,109674.72,1701.31,2886.67,288667.17,11.89,1188.81,7.79,778.77,7.35,734.67,11.03,1103.4,8.6,859.95,9.41,941.4,19.7,1969.92,9.37,936.81,31.93,3192.57,23.91,2390.76,14.88,1487.7,20.21,2020.59,10.62,1062,31.78,3178.08,22.65,2264.58,27.74,2774.25,21.75,2174.58,31.35,3135.06,34.56,3456.09,21.84,2183.58,25.7,2569.5,24.74,2473.56,428.77,0.39,667.98,0.61,3,3,4
PO1000001992,2021,ANJ GROUP,AUSTINDO NUSANTARA JAYA AGRI SIAIS,AUSTINDO NUSANTARA JAYA AGRI SIAIS,RSPO Certified,"RSPO Certified, MB",3/31/23,1.17,99.16,"1.17442, 99.15518",IDN,Indonesia,Sumatera Utara,Tapanuli Selatan,1-Fully Verified,,1649.75,164975.13,1592.94,3471.83,347182.92,4.89,489.33,11.02,1102.23,6.32,632.07,11.38,1137.69,30.05,3005.1,43.7,4369.68,20.78,2078.28,33.54,3353.76,37.96,3795.84,16.74,1674.18,34.39,3439.26,27.87,2786.94,12.37,1237.41,33.77,3376.89,13.46,1345.77,19.09,1909.44,17.72,1772.19,15.35,1534.59,10.64,1063.71,9.98,997.56,10.72,1071.99,15.31,1530.81,437.05,0.26,1212.7,0.74,2,2,3
PO1000002037,"2021,2020",DHARMA SATYA NUSANTARA (DSN),DHARMA SATYA NUSANTARA,PKS 5,Not RSPO Certified,,3/31/23,-1.97,111.35,"-1.971111, 111.3519",IDN,Indonesia,Kalimantan Tengah,Lamandau,1-Fully Verified,PILAR WANA PERSADA,442.63,44263.26,419.57,576.88,57687.93,4.01,401.4,3.05,304.56,0.3,30.42,4.28,427.77,3.38,338.04,5.54,554.31,3.38,337.5,0.34,34.11,33.01,3301.38,27.74,2773.98,5.2,519.84,15.56,1556.01,9.44,943.65,19.96,1996.29,21.21,2121.48,17.88,1787.94,20.9,2089.98,12,1200.06,7.89,789.39,3.81,380.52,2.99,299.25,7.02,701.73,228.9,0.52,213.74,0.48,3,3,3
PO1000002198,"2020,2021",SINAR MAS,BINASAWIT ABADI PRATAMA,PT BINASAWIT ABADI PRATAMA - PERDANA MILL,Not RSPO Certified,,3/31/23,-2.42,112.36,"-2.422506, 112.359586",IDN,Indonesia,Kalimantan Tengah,Seruyan,1-Fully Verified,,144.27,14426.82,187.9,188.04,18804.33,0.9,89.73,9.06,906.12,2.28,227.52,3.72,372.42,13.11,1310.76,54.49,5448.78,29.62,2961.72,19.17,1916.82,5.21,521.01,0.85,85.41,1.93,192.87,1.62,162.27,0.18,18.36,0.68,67.68,0.47,46.53,0.79,79.38,0.22,21.6,0.26,25.65,0.23,23.49,0.19,19.08,0.06,5.76,0.68,68.31,144.27,1,0,0,1,5,1
PO1000002219,2017,LONSUM,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,BEGERPANG,Not RSPO Certified,,3/31/23,3.46,98.82,"3.458888, 98.823333",IDN,Indonesia,Sumatera Utara,Deli Serdang,1-Fully Verified,,48.28,4828.5,79.75,127.56,12755.88,2.4,239.67,3.07,306.63,2.54,254.34,0.35,35.1,0.12,12.24,0.03,2.97,0.08,8.1,0.39,38.97,0.33,33.12,0.38,38.07,0.29,29.34,1.73,173.16,0.15,15.21,2.43,243.45,0.72,71.91,0.89,88.65,0.85,84.6,1.19,119.34,2.46,245.97,1.01,101.16,2.18,218.34,1.3,129.78,24.9,0.52,23.38,0.48,5,3,4
PO1000002226,2017,LONSUM,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,GUNUNG MALAYU,Not RSPO Certified,,3/31/23,2.7,99.57,"2.70104, 99.57361",IDN,Indonesia,Sumatera Utara,Asahan,1-Fully Verified,,109.01,10901.43,120.66,193.39,19339.38,2.31,231.21,1.16,116.19,1.16,115.83,4.25,425.07,2.52,252.18,1.61,160.92,1.51,150.75,1.62,161.64,2.35,234.81,1.2,119.61,1.72,171.54,2.11,211.14,0.89,88.65,0.64,64.08,0.35,34.83,1.19,119.43,2.01,201.06,1.53,153.27,1.33,132.66,0.58,58.41,2.45,245.34,0.48,47.61,34.96,0.32,74.05,0.68,3,2,3
PO1000002227,2017,LONSUM,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,DOLOK,Not RSPO Certified,,3/31/23,3.16,99.43,"3.16491, 99.43033",IDN,Indonesia,Sumatera Utara,Batu Bara,1-Fully Verified,,38.31,3830.85,44.52,64.15,6415.2,3.1,309.6,0.97,97.29,1.36,135.81,1.41,140.94,0.36,35.73,2.11,211.5,1.37,136.89,0.03,2.7,1.15,114.84,0.47,47.34,1.22,122.31,0.71,71.37,0.1,9.63,0.63,62.82,0.28,27.54,0.65,64.71,1.36,136.26,2.38,237.51,1.02,101.97,0.46,46.44,1.05,104.94,1.22,121.86,23.4,0.61,14.91,0.39,4,3,3
PO1000002320,"2020,2021",SINAR MAS,SINAR MAS AGRO RESOURCES AND TECHNOLOGY,BATU KAPUR,Not RSPO Certified,,3/31/23,-2.94,116.05,"-2.942661, 116.047451",IDN,Indonesia,Kalimantan Selatan,Kota Baru,1-Fully Verified,,406.72,40672.26,422.64,1192.62,119262.06,1.05,105.12,1.33,132.93,0.83,82.98,2.11,210.51,2.03,202.86,2.1,210.15,0.66,65.88,1,99.72,2.02,202.41,0.73,72.81,1.6,160.29,2.12,211.68,2.66,266.22,4.63,462.6,7.16,716.4,18.01,1800.99,2.46,246.24,4.04,404.37,4.72,471.78,1.11,110.79,7.2,720.09,9.09,909,78.66,0.19,328.06,0.81,3,1,4
PO1000002335,"2021,2020",PTPN III,PERKEBUNAN NUSANTARA IV,PULAU RAJA,RSPO Certified,"RSPO Certified, MB",3/31/23,2.7,99.62,"2.701905, 99.623998",IDN,Indonesia,Sumatera Utara,Asahan,2-High Confidence,,27.09,2708.82,27.27,33.94,3393.63,3.05,304.74,0.15,15.21,0.02,1.62,0.17,16.92,0.03,2.7,0.88,88.47,0.81,81,0.13,12.96,0.43,43.02,2.08,208.44,2.62,261.63,1.39,138.78,1.02,102.06,5.13,512.91,0.3,29.97,0.04,3.78,0.72,72.18,0.46,45.81,0.03,3.33,0.03,2.88,0.77,76.68,0.01,0.72,20.26,0.75,6.83,0.25,3,4,3
PO1000002356,2020,MUSIM MAS,GUNTUNG IDAMAN NUSA,GUNTUNG IDAMAN NUSA 1,RSPO Certified,"RSPO Certified, MB",3/31/23,0.16,103.29,"0.16161, 103.289583",IDN,Indonesia,Riau,Indragiri Hilir,1-Fully Verified,,390.58,39058.29,452.48,629.57,62956.8,8.37,836.73,20.46,2045.79,16.33,1633.32,27,2700.27,24.09,2408.85,6.33,632.97,6.01,601.2,7.36,736.11,5.27,526.77,11.08,1107.9,4.9,489.78,16.7,1670.49,3.3,330.39,15.52,1552.5,3.43,343.08,8.81,880.65,20.98,2097.63,13.39,1339.02,4.35,435.24,4.65,465.39,4.36,435.6,3.41,340.92,236.11,0.6,154.48,0.4,3,3,3
PO1000002360,2020,CARGILL,INDO SAWIT KEKAL,RIVER VIEW,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.51,110.91,"-2.514533, 110.914703",IDN,Indonesia,Kalimantan Barat,Ketapang,1-Fully Verified,,230.25,23025.15,267.23,383.95,38394.9,2.42,242.1,6.53,653.04,1.73,172.89,4.89,489.42,6.98,697.95,43.12,4312.35,15.37,1537.47,7.63,763.11,21.14,2114.28,6.62,661.86,5.69,569.25,5.64,563.76,2.93,293.22,5.01,501.3,5.43,542.79,18.27,1827.09,3.83,382.86,1.7,170.01,1.23,123.39,1.28,127.8,1.14,114.48,2.71,270.54,171.31,0.74,58.94,0.26,2,4,2
PO1000002366,2021,SIPEF,SIPEFCI,SOUBRE,RSPO Certified,"RSPO Certified, IP",3/31/23,5.67,-6.27,"5.668856, -6.273887",CIV,Côte d'Ivoire,Bas-Sassandra,Nawa,1-Fully Verified,OTTAWA,3055.48,305547.84,6339.66,9424.04,942404.22,76.24,7623.72,72.2,7219.8,68.47,6847.2,16.54,1653.93,24.14,2413.98,44.78,4477.59,55.34,5534.46,34.44,3443.67,21.52,2151.72,33.99,3399.39,52.15,5215.41,9.12,911.7,67.12,6711.75,154.36,15435.81,36.21,3620.61,79.71,7970.58,110.24,11024.37,50.29,5029.47,96.9,9689.85,56.33,5632.56,75.05,7505.37,50.59,5058.9,1285.72,0.42,1769.76,0.58,3,3,3
PO1000002367,"2018,2017",LONSUM,PERUSAHAAN PERKEBUNAN LONDON SUMATRA INDONESIA,TURANGIE,Not RSPO Certified,,3/31/23,3.48,98.27,"3.479046, 98.267726",IDN,Indonesia,Sumatera Utara,Langkat,1-Fully Verified,,313.89,31389.12,299.87,651.12,65112.3,1.52,151.83,0.61,60.75,0.56,56.16,0.62,62.46,0.59,59.13,0.66,65.79,0.72,72,4.8,479.88,4.23,423.09,6.3,629.64,3.21,321.39,1.96,196.11,0.65,64.98,2.11,210.96,0.82,82.35,2.42,242.46,3.16,315.99,2.74,274.5,3.38,338.4,1.72,171.81,3.25,325.44,2.59,259.2,48.64,0.15,265.25,0.85,3,1,3
PO1000002439,"2017,2021,2018,2020",GENTING PLANTATIONS,GENTING PLANTATIONS BERHAD,GENTING AYER ITEM,RSPO Certified,"RSPO Certified, IP",3/31/23,1.86,103.21,"1.856092, 103.209291",MYS,Malaysia,Johor,Keluang,1-Fully Verified,,573.33,57332.52,716.98,1582.9,158289.93,13.03,1303.2,8.49,848.52,4.03,403.02,10.27,1026.72,11.69,1169.1,6.8,680.13,16.91,1691.19,4.78,478.08,13.72,1372.32,6.17,617.13,13.88,1387.53,9.39,939.15,5.14,513.72,13.57,1356.75,12.73,1272.87,22,2200.05,22.16,2215.89,14.63,1462.77,19.45,1944.63,13.18,1318.05,17.98,1797.93,9.22,922.32,269.21,0.47,304.11,0.53,3,3,3
PO1000002459,"2020,2017,2019,2021",UNKNOWN,ACEITES Y DERIVADOS S.A.,ACEITES Y DERIVADOS S.A. (ACEYDESA),RSPO Certified,"RSPO Certified, IP",3/31/23,15.82,-85.9,"15.8244028, -85.896528",HND,Honduras,Colón,Trujillo,1-Fully Verified,,209.28,20928.24,283.97,531.11,53111.34,2.35,234.72,5.12,512.46,6.01,600.75,1.32,131.76,2.21,221.31,1.48,148.05,4.32,431.73,2.6,260.37,1.75,174.87,0.96,95.94,0.71,70.83,6.71,671.22,2.51,250.83,4.27,427.14,1.74,174.15,3.13,312.84,2.42,242.19,2.76,275.85,3.11,311.31,1.91,191.16,1.33,133.11,0.67,67.23,59.4,0.28,149.88,0.72,2,2,3
PO1000002491,"2021,2020",ROYAL GOLDEN EAGLE,INTI INDOSAWIT SUBUR,UKUI II,RSPO Certified,"RSPO Certified, IP",3/31/23,-0.28,102.12,"-0.277042, 102.116078",IDN,Indonesia,Riau,Indragiri Hulu,1-Fully Verified,,148.83,14882.85,178.25,286.94,28694.34,5.89,588.78,1.37,136.62,1.55,154.8,8.11,811.08,10.97,1096.74,0.41,41.04,7.34,734.04,3.38,338.13,0.41,41.31,8.51,850.68,6.94,694.44,4.4,440.46,0.32,31.59,0.37,37.26,0.1,10.26,1.53,152.82,1.2,120.33,0.41,41.49,0.64,64.26,0.51,51.3,6,600.48,7.54,754.2,77.92,0.52,70.91,0.48,5,3,4
PO1000002520,"2020,2021",PTPN III,PERKEBUNAN NUSANTARA IV,PABATU,RSPO Certified,"RSPO Certified, MB",3/31/23,3.29,99.11,"3.286111, 99.109167",IDN,Indonesia,Sumatera Utara,Serdang Bedagai,1-Fully Verified,,361.4,36140.04,401.76,1274.22,127422.09,8.53,852.66,4.03,403.11,5.01,501.39,7.04,703.71,4.8,480.42,7.82,782.46,2.08,208.17,4.09,408.69,9.6,959.94,4.26,425.52,2.65,265.14,4.07,407.43,3.42,342,4.74,473.58,6.15,615.06,11.27,1127.16,12.23,1223.01,9.37,936.81,4.3,429.66,4.81,481.32,3.81,380.97,3.19,319.32,127.28,0.35,234.13,0.65,3,2,3
PO1000002539,"2021,2020",PTPN III,PERKEBUNAN NUSANTARA IV,DOLOK ILIR,RSPO Certified,"RSPO Certified, MB",3/31/23,3.12,99.16,"3.120417, 99.159067",IDN,Indonesia,Sumatera Utara,Simalungun,1-Fully Verified,,398.65,39864.6,489.39,927.22,92722.23,11.32,1132.02,1.4,140.49,1.11,110.97,4.81,481.23,2.82,282.24,4.95,494.82,3.45,345.24,1.47,146.61,7.03,702.99,8.55,854.91,7.8,780.12,8.03,802.8,3.18,318.06,14.54,1453.5,9.12,911.52,19.34,1934.19,11.63,1162.62,10.99,1098.81,7.75,774.54,9.65,965.25,6.28,628.11,8.57,857.43,163.78,0.41,234.86,0.59,3,3,3
PO1000002543,2020,TIAN SIANG HOLDINGS SDN BHD,TIAN SIANG OILL MILL (AIR KUNING) SDN BHD,TIAN SIANG AIR KUNING,RSPO Certified,"RSPO Certified, MB",3/31/23,4.16,101.16,"4.1614, 101.1648",MYS,Malaysia,Perak,Batang Padang,1-Fully Verified,,3.38,337.59,7.06,12.63,1262.7,0.08,7.74,0.02,1.8,0.01,0.99,0.02,1.53,0,0.45,0.16,16.47,0.58,57.51,0,0,0.06,6.03,0.13,13.41,0.02,2.34,0.12,11.61,0,0.36,0.15,14.67,0.24,24.03,0.07,6.93,0.1,9.63,0.08,8.28,0.07,7.47,0.01,1.17,0.18,18.45,0.1,9.81,2.21,0.65,1.17,0.35,5,4,4
PO1000002651,2017,SALIM GROUP,IDRIPLANT,NAPAL,Not RSPO Certified,,3/31/23,-0.68,101.91,"-0.677472, 101.913583",IDN,Indonesia,Riau,Indragiri Hulu,1-Fully Verified,,1100.97,110096.64,1087.18,1826.51,182650.86,31.87,3187.35,8.2,820.26,5.76,575.82,34.54,3453.57,63.7,6369.66,97.08,9708.12,49.39,4938.66,49.01,4901.13,111.64,11163.96,84.62,8461.71,61.58,6157.53,178.06,17805.96,46.66,4665.69,41.36,4135.86,41.88,4188.24,35.04,3503.79,25.2,2519.55,14.42,1442.07,31.42,3141.99,12.2,1219.5,18,1800.27,15.31,1530.81,1056.92,0.96,44.05,0.04,3,5,2
PO1000002676,"2020,2021",GOODHOPE,AGRO INDOMAS,SUNGAI PURUN,RSPO Certified,"RSPO Certified, IP",3/31/23,-2.52,112.42,"-2.524252, 112.4168",IDN,Indonesia,Kalimantan Tengah,Seruyan,1-Fully Verified,,30,2999.97,93.64,191.29,19128.87,0.55,55.35,2.17,217.26,0.26,25.92,1.01,100.8,3.19,318.6,3.58,357.93,1.27,127.17,4.05,405,1.28,127.71,0.15,15.3,0.22,21.69,1.03,103.41,0.32,31.95,0.75,75.06,1.49,149.4,2.52,252.36,0.61,61.38,0.2,19.62,0.34,34.29,0.18,18.18,0.31,30.87,0.22,22.32,25.72,0.86,4.28,0.14,3,5,2
